"V1","V2"
-0.461762712452653,0.568065245090615
-1.0354681065583,-2.36525113063973
-0.891611914623767,-0.222397212773568
-0.202334273493482,-0.469087517251483
0.847338749968097,-1.65182354229139
-0.0373156222585494,1.28604305074297
-1.05660960543436,0.522416668237849
-0.344073717083862,-0.135270871218376
0.75277540262248,-0.306223833264857
-0.00084174451428018,0.0520957501130678
0.243266760513465,0.293879333076471
1.49582007435656,-1.78657430652395
1.17271359172552,-0.753356865515922
1.6902500050005,-0.887548846371073
0.616405038255938,0.870491868853409
-1.00701871300565,-0.867970104400672
0.702021076594758,0.189985243196006
1.14876681542355,-1.84306190394391
-0.228208841281239,0.340294575352426
-0.514214521005497,-0.686898974480885
-1.17344406469612,-0.546922001310859
-1.58491191879439,-1.12990436114692
-1.98447335831508,-0.839562219133485
0.328037839086168,-0.432654861401753
-0.119824467748712,-0.714592439517725
-1.20270473193624,-0.689291004859496
0.751579679217134,-0.499901598894696
-2.05047240769408,-1.02022376803461
0.994479701266002,0.514092779421813
1.4009518054989,-1.1572052124631
0.952388071236869,-0.581063587787353
1.194488447673,-0.289474408421055
1.1416334666713,-2.11279277244922
0.818815237609896,-1.54944097951532
1.32707299179309,-2.21463126511713
0.163135913783879,0.67141753925119
-1.04357293553109,-0.464421987611219
-0.0238669744274253,-0.40279179741116
-1.42146978133337,-0.386415303697395
0.713813664808309,0.161268924006776
-0.593781692952497,0.170051759159225
0.575995304957318,-0.878600489272813
-1.25449063993328,-0.73040496714207
-0.0270168424030755,0.99718677316243
1.87543860394234,-0.857997101444546
0.772773549479475,-0.0820997676630364
0.783805375082142,0.347534443202843
-0.197011118578959,-0.60003672564553
-1.03129899443517,1.1245770193617
1.95070268363529,-0.999317170008624
1.34261684519324,-0.476304198253161
1.12374967209275,-0.782918452793531
0.0694440149960477,0.16327482540781
0.757892013601469,-0.914351818483902
0.383040212231299,-0.297360567436384
0.973431518380392,0.0928246527512035
1.11074367840178,0.222167794232989
1.30874964914986,0.0413971013615902
0.628751838131255,0.253283341447244
0.907887899185198,0.413670911651957
0.872785093729388,0.371972531687739
0.82392606808738,0.576556359947977
-0.683077620563407,-0.835879063381471
0.201817465711987,-0.165336595129229
-0.0311329860163979,1.07814083542272
-0.745619966326816,1.80617766946382
-0.748773530517878,-0.651311110733354
0.673224553688348,0.0871054875855526
-0.785656557880169,-0.293515729254004
-0.0158809907256982,0.563087404783725
0.214528084820051,-0.451371185375882
0.202035129740875,-0.233847079464068
-0.461748816737365,-2.23800788728173
-0.000522627723365127,-0.320986802197641
0.33126214498921,-0.736851521347034
0.586420530095719,0.147497125976794
1.69628122030582,-0.946853840042112
-1.45699120339016,-1.08651680276855
-0.450700250821373,0.872354799309206
-1.15918844461584,0.490885899517225
1.86167127204286,-0.35306738296364
0.422763761870975,-0.162244837524538
0.209740660022148,0.306442359554358
0.00127318085161762,0.0339712833182976
0.38265824376911,0.266973024195859
-1.14075122623786,1.27657831118992
-1.13894876918687,-2.01926202569514
-1.73087770684316,-1.76237724834687
0.336991030888269,0.48057592133333
0.192220859176195,-0.162064921975763
0.644915355679845,-0.609187553027285
-0.455972201879367,-0.365787370032856
0.547914556554909,-0.357120294389973
-0.742038991205988,1.70527875632439
-0.00750512428871881,-0.652060828854455
-1.24659810265712,-1.35639506035574
0.971555311947723,-2.25676172032329
-0.316570284441723,1.3801528023427
-0.312905706148693,0.327194324822953
-1.62183268681712,-0.525515549664158
-0.524011087175843,-0.26883517115999
-0.692060760222857,-1.53627636623963
-0.979950571933108,-1.25487102315131
-0.0343639656805573,1.27041975338655
-1.25967785791879,-2.23421518561966
0.679663637833554,-0.215257105315769
-1.0902125081837,-2.05899715052745
1.119040746588,-1.01557496015836
1.26077464321139,-1.881173355837
-0.311565445284282,0.385759145259529
-1.70222507831181,-2.08937889991556
0.205851312789102,1.83249259525327
-0.202737818792504,1.50268586345877
0.00742719993102849,1.74301738700795
0.283869884106009,1.58718071463346
0.417506103123596,-1.10734222167597
-0.409507628325876,-0.241545299615672
1.71189722272554,-0.898390031555815
